trip_id,transport_type,origin_station,destination_station,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,peak_hour
T00561,Tram,Station_17,Station_3,6.0,Fog,30.11,49.08,14.44,1.8,Festival,0
T00562,Tram,Station_34,Station_16,11.0,Snow,6.079999999999998,49.82,4.02,17.240000000000002,Sports,0
T00563,Tram,Station_41,Station_46,8.0,Clear,21.79,47.69,13.55,1.79,Festival,0
T00564,Metro,Station_29,Station_30,1.0,Rain,19.9,50.76,,-4.35,No Event,0
T00565,Train,Station_9,Station_29,10.0,Cloudy,23.88,58.78,12.55,2.08,Concert,0
T00566,Train,Station_13,Station_45,13.0,Rain,11.940000000000001,51.56,5.02,-2.69,Parade,0
T00567,Metro,Station_6,Station_15,17.0,Storm,0.6400000000000006,53.34,40.54,22.06,Concert,0
T00568,Tram,Station_6,Station_46,3.0,Snow,-0.6900000000000013,51.93,2.96,13.56,No Event,0
T00569,Tram,Station_20,Station_25,3.0,Rain,15.95,51.81,14.19,7.27,Parade,0
T00570,Train,Station_3,Station_38,-1.0,Fog,20.49,60.06,3.67,2.33,No Event,0
T00571,Tram,Station_17,Station_42,1.0,Rain,15.05,51.97,3.2,13.67,Protest,0
T00572,Bus,Station_49,Station_47,15.0,Fog,27.6,53.93,11.05,1.41,No Event,0
T00573,Train,Station_12,Station_38,13.0,Snow,0.8000000000000007,47.87,17.89,14.64,Concert,0
T00574,Tram,Station_48,Station_23,11.0,Cloudy,21.36,53.33,11.87,2.19,Festival,0
T00575,Train,Station_47,Station_25,5.0,Snow,10.25,44.45,16.64,14.24,No Event,0
T00576,Bus,Station_45,Station_42,33.0,Storm,,57.49,,27.07,No Event,0
T00577,Train,Station_1,Station_7,0.0,Clear,28.1,55.76,16.61,1.8,No Event,0
T00578,Train,Station_17,Station_22,-5.0,Cloudy,19.49,53.01,7.9,2.26,No Event,0
T00579,Train,Station_3,Station_17,-7.0,Cloudy,18.51,39.96,21.68,2.0,No Event,0
T00580,Train,Station_26,Station_18,0.0,Clear,22.49,53.65,15.38,1.65,Sports,0
T00581,Bus,Station_15,Station_49,11.0,Rain,11.21,49.22,13.62,4.01,No Event,0
T00582,Metro,Station_36,Station_41,9.0,Snow,7.370000000000001,51.8,12.34,15.77,No Event,0
T00583,Train,Station_32,Station_10,3.0,Rain,24.2,61.72,23.94,5.41,No Event,0
T00584,Train,Station_32,Station_10,-1.0,Rain,24.54,58.8,17.65,13.25,No Event,0
T00585,Tram,Station_4,Station_7,6.0,Snow,6.210000000000001,50.96,19.07,16.0,Concert,0
T00586,Train,Station_18,Station_48,15.0,Storm,8.309999999999999,50.73,54.44,24.0,Sports,0
T00587,Tram,Station_49,Station_50,9.0,Cloudy,27.39,49.86,19.77,1.54,Festival,0
T00588,Metro,Station_19,Station_38,4.0,Fog,30.21,51.03,18.77,,No Event,1
T00589,Bus,Station_43,Station_27,14.0,Clear,24.65,60.48,5.46,2.29,No Event,1
T00590,Bus,Station_35,Station_33,8.0,Cloudy,17.93,50.08,13.81,2.26,No Event,1
T00591,Metro,Station_40,Station_1,6.0,Rain,29.869999999999997,52.08,9.24,7.34,No Event,1
T00592,Bus,Station_14,Station_44,14.0,Clear,27.22,58.34,23.84,1.94,No Event,0
T00593,Metro,Station_33,Station_34,-6.0,Fog,25.36,49.69,18.28,1.78,Protest,0
T00594,Metro,Station_14,Station_4,-8.0,Cloudy,17.45,47.42,14.32,1.81,No Event,0
T00595,Metro,Station_34,Station_17,-8.0,Cloudy,19.95,61.91,26.64,2.0,No Event,0
T00596,Bus,Station_4,Station_4,19.0,Storm,8.79,46.76,47.6,27.35,Sports,0
T00597,Tram,Station_24,Station_43,-5.0,Cloudy,32.24,54.59,15.4,2.02,Concert,0
T00598,Metro,Station_29,Station_26,-3.0,Cloudy,15.8,46.24,16.19,1.83,No Event,0
T00599,Train,Station_19,Station_4,1.0,Fog,17.83,52.97,10.56,2.28,Concert,0
T00600,Bus,Station_6,Station_1,24.0,Fog,30.41,45.97,24.18,1.79,Parade,0
T00601,Metro,Station_33,Station_7,-2.0,Clear,26.19,56.87,13.0,1.79,No Event,0
T00602,Metro,Station_49,Station_30,1.0,Rain,15.649999999999999,61.7,20.8,11.32,No Event,0
T00603,Train,Station_40,Station_50,-4.0,Fog,26.09,52.57,8.08,2.08,No Event,0
T00604,Tram,Station_19,Station_9,2.0,Clear,34.9,55.01,18.86,1.61,Sports,0
T00605,Tram,Station_1,Station_35,-4.0,Cloudy,22.49,51.11,10.43,2.56,No Event,0
T00606,Tram,Station_5,Station_8,5.0,Clear,19.91,60.93,12.23,2.17,Parade,0
T00607,Metro,Station_27,Station_24,1.0,Clear,24.96,46.7,6.76,1.21,Sports,0
T00608,Metro,Station_16,Station_19,-3.0,Clear,21.2,51.59,,1.78,No Event,0
T00609,Metro,Station_6,Station_36,6.0,Snow,3.8900000000000006,41.01,26.74,14.42,No Event,0
T00610,Bus,Station_40,Station_50,25.0,Clear,25.79,53.28,,1.7,No Event,0
T00611,Train,Station_13,Station_43,-8.0,Fog,22.11,52.81,11.37,2.25,No Event,0
T00612,Metro,Station_48,Station_27,21.0,Snow,5.140000000000001,48.99,15.83,13.629999999999999,Festival,0
T00613,Train,Station_35,Station_32,-1.0,Rain,14.75,52.78,15.01,2.06,No Event,0
T00614,Train,Station_19,Station_14,-8.0,Clear,27.35,54.32,23.0,1.54,No Event,0
T00615,Tram,Station_12,Station_18,7.0,Storm,18.5,55.18,46.379999999999995,15.879999999999999,No Event,0
T00616,Bus,Station_16,Station_28,0.0,Cloudy,34.02,66.13,15.61,1.67,No Event,0
T00617,Metro,Station_43,Station_29,-2.0,Cloudy,26.95,53.97,23.54,2.57,No Event,0
T00618,Tram,Station_10,Station_16,18.0,Snow,4.199999999999999,43.98,14.87,14.75,No Event,0
T00619,Tram,Station_25,Station_35,14.0,Cloudy,16.28,49.27,11.37,1.64,Concert,0
T00620,Metro,Station_20,Station_47,-2.0,Cloudy,24.91,46.08,,2.13,No Event,0
T00621,Train,Station_31,Station_31,0.0,Snow,6.129999999999999,47.7,11.46,16.3,No Event,0
T00622,Tram,Station_4,Station_4,4.0,Cloudy,24.88,56.21,19.42,2.37,Concert,0
T00623,Train,Station_44,Station_37,1.0,Clear,21.14,43.64,18.37,2.06,No Event,0
T00624,Bus,Station_23,Station_17,16.0,Rain,12.36,54.27,24.64,8.91,No Event,0
T00625,Train,Station_2,Station_39,3.0,Snow,2.6999999999999993,52.03,15.57,16.14,No Event,0
T00626,Bus,Station_22,Station_48,9.0,Storm,3.9299999999999997,59.79,50.17,14.91,No Event,0
T00627,Train,Station_37,Station_46,14.0,Snow,15.119999999999997,49.56,16.34,13.35,Parade,0
T00628,Tram,Station_8,Station_26,4.0,Fog,31.67,48.78,20.01,2.5,No Event,1
T00629,Tram,Station_7,Station_48,23.0,Storm,2.4800000000000004,57.59,38.2,25.67,Concert,1
T00630,Bus,Station_14,Station_39,-10.0,Fog,22.48,55.6,14.63,1.77,No Event,1
T00631,Metro,Station_3,Station_41,21.0,Snow,1.629999999999999,51.39,17.67,13.76,No Event,1
T00632,Bus,Station_50,Station_4,6.0,Fog,25.24,52.94,12.94,2.38,Sports,0
T00633,Bus,Station_16,Station_30,34.0,Storm,10.670000000000002,60.38,56.44,20.03,No Event,0
T00634,Train,Station_19,Station_30,5.0,Clear,17.45,49.97,15.07,1.82,Sports,0
T00635,Train,Station_18,Station_22,1.0,Snow,1.8099999999999987,52.52,15.13,14.89,No Event,0
T00636,Bus,Station_16,Station_11,7.0,Snow,3.66,40.0,15.39,14.08,No Event,0
T00637,Tram,Station_8,Station_2,1.0,Cloudy,18.4,51.09,15.44,2.02,Sports,0
T00638,Train,Station_33,Station_44,8.0,Snow,8.129999999999999,48.03,10.43,14.55,No Event,0
T00639,Metro,Station_49,Station_12,17.0,Snow,-7.279999999999999,45.93,,14.370000000000001,Sports,0
T00640,Train,Station_12,Station_30,-6.0,Clear,35.33,52.58,19.64,2.11,No Event,0
T00641,Train,Station_11,Station_36,9.0,Cloudy,22.79,44.58,18.48,1.5,Sports,0
T00642,Metro,Station_5,Station_18,2.0,Rain,13.670000000000002,49.01,8.92,14.879999999999999,No Event,0
T00643,Bus,Station_27,Station_26,8.0,Fog,33.53,49.16,,,Concert,0
T00644,Metro,Station_12,Station_7,16.0,Storm,7.079999999999998,56.52,40.120000000000005,9.75,Festival,0
T00645,Bus,Station_17,Station_1,16.0,Rain,22.06,50.69,10.39,11.629999999999999,No Event,0
T00646,Bus,Station_6,Station_26,-5.0,Cloudy,17.64,56.92,10.73,1.87,No Event,0
T00647,Bus,Station_33,Station_23,33.0,Clear,23.34,56.29,18.65,,Festival,0
T00648,Metro,Station_5,Station_26,18.0,Storm,23.28,50.45,45.55,24.3,No Event,0
T00649,Bus,Station_28,Station_45,4.0,Fog,25.08,51.74,,2.0,Concert,0
T00650,Tram,Station_14,Station_6,12.0,Snow,12.469999999999999,46.98,14.11,16.09,Festival,0
T00651,Metro,Station_5,Station_6,10.0,Snow,7.760000000000002,46.74,8.25,16.05,Concert,0
T00652,Tram,Station_33,Station_44,5.0,Rain,19.71,46.87,16.44,9.36,No Event,0
T00653,Bus,Station_50,Station_8,4.0,Fog,29.35,52.63,11.33,1.75,No Event,0
T00654,Train,Station_48,Station_24,-6.0,Cloudy,,58.72,11.23,1.58,No Event,0
T00655,Bus,Station_41,Station_22,-1.0,Fog,21.77,50.85,11.65,1.69,No Event,0
T00656,Tram,Station_19,Station_19,-2.0,Clear,27.98,54.58,18.95,2.13,No Event,0
T00657,Tram,Station_22,Station_37,-1.0,Rain,,49.55,16.23,8.129999999999999,Sports,0
T00658,Metro,Station_5,Station_18,6.0,Rain,27.3,48.3,7.97,1.87,No Event,0
T00659,Train,Station_2,Station_31,3.0,Clear,33.15,61.41,10.67,1.73,Festival,0
T00660,Metro,Station_30,Station_37,-4.0,Fog,31.06,44.93,6.49,2.14,Protest,0
T00661,Tram,Station_47,Station_30,5.0,Clear,23.12,51.83,19.78,2.33,Festival,0
T00662,Bus,Station_39,Station_42,12.0,Storm,18.11,56.48,42.26,26.05,No Event,0
T00663,Train,Station_4,Station_33,-4.0,Clear,26.59,52.7,11.86,1.88,No Event,0
T00664,Bus,Station_33,Station_10,4.0,Fog,17.34,54.49,19.27,1.97,No Event,0
T00665,Bus,Station_13,Station_37,12.0,Clear,21.19,49.49,13.03,2.22,No Event,0
T00666,Train,Station_20,Station_12,13.0,Cloudy,9.68,53.22,19.65,2.05,Concert,0
T00667,Metro,Station_7,Station_30,5.0,Snow,15.729999999999997,54.32,27.2,14.74,Protest,0
T00668,Bus,Station_15,Station_27,-2.0,Clear,32.77,58.34,16.99,1.7,No Event,0
T00669,Tram,Station_23,Station_39,7.0,Snow,5.449999999999999,47.87,20.89,13.67,No Event,0
T00670,Bus,Station_14,Station_9,3.0,Clear,28.59,55.09,15.66,1.92,No Event,0
T00671,Train,Station_23,Station_21,3.0,Fog,27.8,40.98,22.36,1.74,Sports,0
T00672,Train,Station_19,Station_12,22.0,Storm,11.46,46.37,42.62,18.98,Festival,0
T00673,Train,Station_29,Station_29,13.0,Storm,11.510000000000002,56.1,36.91,16.33,No Event,0
T00674,Metro,Station_20,Station_33,16.0,Snow,-3.0199999999999996,57.32,11.77,17.4,No Event,0
T00675,Bus,Station_29,Station_43,21.0,Fog,26.88,46.28,12.26,2.07,Festival,0
T00676,Metro,Station_24,Station_15,-2.0,Fog,28.15,48.34,12.53,1.78,No Event,0
T00677,Metro,Station_18,Station_2,3.0,Fog,8.03,53.03,16.32,,Sports,0
T00678,Train,Station_10,Station_39,3.0,Cloudy,32.96,49.84,7.14,1.8,No Event,0
T00679,Train,Station_41,Station_44,1.0,Rain,19.19,46.36,16.35,-1.9900000000000002,No Event,0
T00680,Metro,Station_8,Station_18,-6.0,Clear,28.82,56.87,15.39,1.79,No Event,0
T00681,Bus,Station_26,Station_3,11.0,Fog,25.84,54.99,7.7,1.73,Sports,0
T00682,Tram,Station_29,Station_7,-4.0,Fog,25.61,48.11,24.14,2.07,No Event,0
T00683,Metro,Station_10,Station_43,6.0,Fog,31.02,54.23,7.67,1.89,No Event,0
T00684,Bus,Station_17,Station_18,19.0,Storm,15.18,58.39,39.74,13.14,No Event,1
T00685,Train,Station_2,Station_44,2.0,Fog,28.7,56.61,15.36,1.52,No Event,1
T00686,Train,Station_6,Station_38,3.0,Clear,27.66,53.54,14.64,1.97,Festival,1
T00687,Bus,Station_5,Station_37,27.0,Fog,26.0,53.78,18.49,1.7,Protest,1
T00688,Tram,Station_28,Station_33,4.0,Clear,29.22,59.07,26.44,2.46,No Event,0
T00689,Train,Station_41,Station_44,7.0,Cloudy,10.6,51.01,17.26,2.78,Festival,0
T00690,Train,Station_5,Station_31,1.0,Rain,24.03,53.77,12.42,6.82,No Event,0
T00691,Train,Station_18,Station_11,13.0,Storm,18.5,54.37,37.26,11.99,No Event,0
T00692,Bus,Station_26,Station_4,8.0,Clear,20.01,48.78,21.81,2.53,Sports,0
T00693,Metro,Station_20,Station_18,7.0,Snow,17.6,47.24,9.2,16.0,No Event,0
T00694,Train,Station_41,Station_4,-2.0,Cloudy,35.58,47.33,24.18,1.86,No Event,0
T00695,Metro,Station_49,Station_49,6.0,Rain,14.89,50.2,15.86,-1.2,No Event,0
T00696,Tram,Station_27,Station_34,6.0,Rain,19.21,60.52,8.03,13.48,Sports,0
T00697,Train,Station_49,Station_29,0.0,Rain,15.21,52.5,15.67,6.78,No Event,0
T00698,Train,Station_12,Station_24,-14.0,Clear,25.68,59.21,14.02,1.88,No Event,0
T00699,Tram,Station_7,Station_22,-7.0,Cloudy,13.690000000000001,57.86,15.34,1.77,Protest,0
T00700,Train,Station_3,Station_2,-1.0,Fog,20.61,52.96,9.65,1.71,Sports,0
T00701,Metro,Station_10,Station_44,17.0,Snow,1.5899999999999999,47.92,19.77,13.379999999999999,Sports,0
T00702,Bus,Station_34,Station_6,6.0,Cloudy,22.08,50.8,,1.67,No Event,0
T00703,Metro,Station_25,Station_42,3.0,Cloudy,24.59,53.42,9.47,2.07,No Event,0
T00704,Bus,Station_35,Station_25,20.0,Cloudy,18.87,57.5,7.77,1.98,No Event,0
T00705,Bus,Station_16,Station_21,20.0,Clear,17.43,53.43,13.86,1.64,Sports,0
T00706,Metro,Station_2,Station_16,11.0,Snow,-1.629999999999999,51.41,12.23,18.5,Sports,0
T00707,Metro,Station_24,Station_31,9.0,Clear,28.08,43.83,16.18,1.71,Parade,0
T00708,Metro,Station_10,Station_14,12.0,Snow,6.039999999999999,42.67,8.58,16.46,No Event,0
T00709,Metro,Station_38,Station_39,7.0,Snow,0.25,53.03,9.21,15.76,No Event,0
T00710,Tram,Station_22,Station_28,-1.0,Clear,22.91,58.47,12.86,1.62,No Event,0
T00711,Train,Station_26,Station_32,4.0,Snow,5.300000000000001,44.34,10.19,16.12,No Event,0
T00712,Bus,Station_43,Station_28,1.0,Cloudy,19.03,41.76,22.88,2.09,No Event,0
T00713,Metro,Station_39,Station_49,10.0,Clear,22.91,48.1,13.24,1.63,Parade,0
T00714,Metro,Station_27,Station_9,5.0,Snow,12.79,49.82,18.05,17.3,No Event,0
T00715,Metro,Station_29,Station_45,4.0,Rain,16.02,50.69,11.54,7.89,No Event,0
T00716,Tram,Station_47,Station_22,4.0,Clear,20.0,55.77,12.9,1.83,Concert,0
T00717,Metro,Station_38,Station_32,12.0,Storm,20.52,58.59,38.47,22.96,No Event,0
T00718,Metro,Station_20,Station_5,-4.0,Clear,23.72,55.31,8.75,1.9,Protest,0
T00719,Metro,Station_27,Station_23,12.0,Clear,23.29,50.06,8.65,2.43,Concert,0
T00720,Train,Station_41,Station_5,-4.0,Clear,24.17,57.67,13.99,1.93,No Event,0
T00721,Tram,Station_20,Station_42,14.0,Snow,-0.6700000000000017,52.16,13.86,15.18,Concert,0
T00722,Metro,Station_44,Station_32,-1.0,Clear,19.0,61.43,16.71,2.42,No Event,0
T00723,Bus,Station_19,Station_10,28.0,Storm,20.1,59.2,46.5,24.0,No Event,0
T00724,Bus,Station_20,Station_39,8.0,Fog,22.78,44.82,13.52,1.22,No Event,1
T00725,Bus,Station_35,Station_15,13.0,Clear,27.8,51.34,24.41,2.05,No Event,1
T00726,Tram,Station_47,Station_7,6.0,Rain,20.29,49.1,18.91,5.26,No Event,1
T00727,Tram,Station_2,Station_29,16.0,Storm,17.54,54.53,66.02,22.06,No Event,1
T00728,Bus,Station_30,Station_47,-6.0,Fog,25.85,59.19,19.72,2.1,No Event,0
T00729,Metro,Station_34,Station_3,6.0,Snow,-1.2399999999999984,38.75,10.59,16.38,No Event,0
T00730,Tram,Station_22,Station_19,6.0,Clear,16.38,,17.27,2.08,Concert,0
T00731,Bus,Station_3,Station_10,20.0,Fog,35.95,53.56,13.96,2.47,Parade,0
T00732,Bus,Station_6,Station_28,18.0,Rain,15.14,47.12,11.13,2.7800000000000002,Concert,0
T00733,Metro,Station_15,Station_29,13.0,Storm,3.629999999999999,57.22,49.769999999999996,17.73,No Event,0
T00734,Train,Station_27,Station_15,7.0,Storm,14.120000000000001,47.31,53.15,16.27,Protest,0
T00735,Tram,Station_10,Station_35,20.0,Snow,-0.1700000000000017,50.59,15.21,15.05,Concert,0
T00736,Metro,Station_9,Station_6,8.0,Snow,-6.4,43.64,7.29,15.6,No Event,0
T00737,Bus,Station_33,Station_12,32.0,Snow,8.71,48.31,20.43,15.97,No Event,0
T00738,Bus,Station_32,Station_47,-6.0,Fog,30.79,46.98,27.25,1.62,Sports,0
T00739,Metro,Station_48,Station_38,-3.0,Clear,20.03,54.95,19.87,2.25,Sports,0
T00740,Tram,Station_6,Station_13,19.0,Cloudy,15.870000000000001,56.09,14.75,2.53,Parade,0
T00741,Train,Station_41,Station_29,20.0,Storm,15.91,55.42,48.83,24.31,Concert,0
T00742,Train,Station_36,Station_19,6.0,Cloudy,22.81,52.72,6.59,2.23,Festival,0
T00743,Bus,Station_2,Station_3,13.0,Storm,1.9299999999999997,48.26,47.230000000000004,25.3,No Event,0
T00744,Tram,Station_29,Station_8,11.0,Snow,3.5199999999999996,47.94,20.07,14.86,No Event,0
T00745,Train,Station_4,Station_8,9.0,Clear,26.06,52.16,22.73,2.0,Festival,0
T00746,Tram,Station_1,Station_20,-5.0,Clear,27.75,56.22,8.63,1.82,No Event,0
T00747,Tram,Station_19,Station_47,10.0,Storm,9.850000000000001,55.89,56.11,25.7,No Event,0
T00748,Bus,Station_26,Station_4,-8.0,Fog,19.85,42.48,13.69,1.85,No Event,0
T00749,Train,Station_25,Station_21,14.0,Snow,-11.969999999999999,52.31,19.63,14.1,Sports,0
T00750,Metro,Station_10,Station_3,6.0,Clear,20.7,59.82,8.52,1.93,No Event,0
T00751,Bus,Station_15,Station_45,19.0,Clear,16.96,59.56,15.94,1.77,Concert,0
T00752,Train,Station_22,Station_8,0.0,Rain,15.920000000000002,51.86,16.83,9.83,No Event,0
T00753,Train,Station_48,Station_23,3.0,Clear,22.34,,4.24,2.03,No Event,0
T00754,Train,Station_21,Station_16,18.0,Rain,17.17,44.97,8.47,1.65,Parade,0
T00755,Train,Station_22,Station_13,8.0,Clear,29.29,60.14,10.5,1.84,No Event,0
T00756,Train,Station_36,Station_3,-1.0,Clear,24.23,52.65,13.8,1.98,No Event,0
T00757,Tram,Station_34,Station_48,1.0,Fog,18.69,54.93,16.88,2.15,No Event,0
T00758,Bus,Station_30,Station_9,-3.0,Fog,19.61,49.38,,1.62,No Event,0
T00759,Tram,Station_25,Station_14,8.0,Snow,5.940000000000001,49.77,13.92,15.34,No Event,0
T00760,Metro,Station_45,Station_13,12.0,Clear,30.51,59.51,10.23,1.66,No Event,0
T00761,Train,Station_28,Station_7,14.0,Snow,7.289999999999999,43.39,18.27,13.870000000000001,Parade,0
T00762,Bus,Station_1,Station_15,3.0,Snow,3.1700000000000017,46.81,18.2,14.39,No Event,0
T00763,Train,Station_49,Station_7,9.0,Snow,5.489999999999998,,6.66,13.59,No Event,0
T00764,Bus,Station_45,Station_38,0.0,Snow,0.8599999999999994,43.68,10.98,16.14,No Event,0
T00765,Tram,Station_4,Station_34,15.0,Storm,6.760000000000002,47.83,38.79,21.07,No Event,0
T00766,Bus,Station_7,Station_41,10.0,Storm,8.3,46.39,53.4,33.02,No Event,0
T00767,Metro,Station_49,Station_22,5.0,Clear,21.97,53.01,19.31,1.98,Concert,0
T00768,Metro,Station_9,Station_24,30.0,Storm,13.02,43.91,53.92,30.73,Parade,0
T00769,Bus,Station_36,Station_49,1.0,Clear,27.0,49.68,5.06,1.9,No Event,0
T00770,Bus,Station_19,Station_37,25.0,Fog,19.93,60.77,16.07,1.83,Concert,0
T00771,Bus,Station_1,Station_44,-1.0,Cloudy,19.25,44.03,14.59,2.21,No Event,0
T00772,Bus,Station_10,Station_1,17.0,Rain,24.65,56.88,14.22,5.93,Concert,0
T00773,Metro,Station_36,Station_10,9.0,Storm,16.119999999999997,52.18,47.3,18.08,No Event,0
T00774,Train,Station_9,Station_43,11.0,Storm,2.5199999999999996,51.16,50.79,21.94,No Event,0
T00775,Bus,Station_45,Station_16,12.0,Fog,26.25,54.24,,2.18,No Event,0
T00776,Bus,Station_46,Station_46,37.0,Storm,3.5599999999999987,56.12,51.47,21.16,No Event,0
T00777,Metro,Station_42,Station_8,-3.0,Clear,,65.54,22.46,1.92,Sports,0
T00778,Metro,Station_32,Station_49,0.0,Clear,29.16,53.31,12.03,1.94,No Event,0
T00779,Tram,Station_32,Station_25,-5.0,Cloudy,12.82,51.77,10.98,1.46,No Event,0
T00780,Bus,Station_6,Station_50,27.0,Cloudy,20.5,50.6,20.19,2.11,Festival,1
T00781,Tram,Station_48,Station_12,11.0,Cloudy,16.09,54.1,20.86,2.3,No Event,1
T00782,Metro,Station_38,Station_25,7.0,Clear,27.39,50.67,14.4,1.65,Sports,1
T00783,Metro,Station_17,Station_17,9.0,Snow,8.82,53.68,16.14,16.29,No Event,1
T00784,Train,Station_10,Station_26,9.0,Snow,0.5500000000000007,45.66,9.1,14.72,No Event,0
T00785,Bus,Station_50,Station_46,4.0,Cloudy,14.940000000000001,48.81,25.35,1.66,No Event,0
T00786,Tram,Station_27,Station_48,-1.0,Cloudy,24.86,49.69,20.97,2.16,No Event,0
T00787,Metro,Station_50,Station_14,-3.0,Clear,23.69,52.87,10.52,2.3,No Event,0
T00788,Metro,Station_35,Station_41,0.0,Fog,27.41,58.65,14.29,2.08,Sports,0
T00789,Tram,Station_21,Station_36,12.0,Storm,11.469999999999999,45.63,39.739999999999995,19.82,Sports,0
T00790,Train,Station_25,Station_23,6.0,Rain,,48.66,13.53,5.0600000000000005,Concert,0
T00791,Metro,Station_28,Station_43,16.0,Snow,,53.19,23.03,15.94,Festival,0
T00792,Bus,Station_47,Station_6,18.0,Snow,1.3599999999999994,45.9,13.44,15.04,Festival,0
T00793,Metro,Station_15,Station_47,2.0,Clear,26.91,60.27,12.69,2.48,No Event,0
T00794,Bus,Station_4,Station_5,11.0,Clear,28.3,52.28,14.96,2.15,Concert,0
T00795,Tram,Station_29,Station_43,-3.0,Rain,20.39,52.52,12.58,12.53,No Event,0
T00796,Bus,Station_9,Station_25,40.0,Rain,18.69,53.67,9.6,11.07,Protest,0
T00797,Tram,Station_27,Station_18,4.0,Cloudy,15.57,56.2,13.6,2.76,Protest,0
T00798,Bus,Station_26,Station_13,18.0,Rain,19.05,49.98,15.96,,No Event,0
T00799,Tram,Station_19,Station_43,19.0,Storm,7.649999999999999,53.52,39.29,24.07,No Event,0
T00800,Bus,Station_28,Station_14,21.0,Storm,12.280000000000001,54.15,46.7,27.08,Festival,0
T00801,Train,Station_17,Station_28,5.0,Snow,9.280000000000001,45.4,12.08,13.17,No Event,0
T00802,Bus,Station_43,Station_18,8.0,Storm,14.780000000000001,50.55,48.3,13.74,No Event,0
T00803,Bus,Station_41,Station_28,9.0,Storm,17.63,56.63,63.54,29.91,No Event,0
T00804,Train,Station_42,Station_27,11.0,Storm,14.719999999999999,62.36,50.55,22.56,No Event,0
T00805,Metro,Station_50,Station_32,-5.0,Cloudy,19.84,47.03,13.98,2.26,No Event,0
T00806,Metro,Station_20,Station_47,6.0,Snow,-1.5700000000000003,57.55,7.72,15.91,No Event,0
T00807,Bus,Station_45,Station_9,-4.0,Clear,25.9,63.75,18.02,1.76,No Event,0
T00808,Train,Station_40,Station_40,18.0,Snow,20.4,45.88,12.87,13.41,Festival,0
T00809,Bus,Station_39,Station_32,-3.0,Snow,6.050000000000001,49.81,18.06,15.22,No Event,0
T00810,Tram,Station_49,Station_20,7.0,Snow,14.100000000000001,47.31,18.29,14.23,No Event,0
T00811,Tram,Station_23,Station_28,4.0,Rain,19.15,56.36,14.11,1.37,No Event,0
T00812,Bus,Station_47,Station_33,5.0,Clear,27.03,59.32,2.72,1.62,No Event,0
T00813,Metro,Station_32,Station_4,11.0,Rain,23.95,46.02,17.67,3.91,Parade,0
T00814,Metro,Station_47,Station_46,-2.0,Cloudy,28.03,50.41,14.2,1.98,Protest,0
T00815,Bus,Station_33,Station_34,9.0,Cloudy,22.62,52.02,13.89,,No Event,0
T00816,Bus,Station_46,Station_48,7.0,Fog,33.29,54.97,16.37,2.37,No Event,0
T00817,Tram,Station_5,Station_3,9.0,Fog,22.49,52.42,26.67,2.14,Concert,0
T00818,Metro,Station_43,Station_26,0.0,Cloudy,33.62,53.77,13.71,1.83,No Event,0
T00819,Bus,Station_48,Station_8,-4.0,Cloudy,18.58,54.04,20.72,2.2,No Event,0
T00820,Tram,Station_34,Station_6,8.0,Rain,16.89,55.56,17.99,7.1899999999999995,No Event,1
T00821,Metro,Station_40,Station_16,16.0,Cloudy,12.48,53.01,17.66,2.02,Parade,1
T00822,Train,Station_11,Station_24,25.0,Clear,25.89,64.65,15.23,2.03,No Event,1
T00823,Tram,Station_50,Station_48,9.0,Rain,14.510000000000002,53.16,17.29,9.52,No Event,1
T00824,Metro,Station_3,Station_39,-2.0,Cloudy,20.36,69.88,13.64,1.82,No Event,0
T00825,Metro,Station_33,Station_30,6.0,Rain,21.71,49.69,16.42,10.9,No Event,0
T00826,Tram,Station_11,Station_45,9.0,Rain,16.36,39.79,15.71,10.15,No Event,0
T00827,Train,Station_16,Station_13,26.0,Storm,12.29,50.26,43.870000000000005,25.05,No Event,0
T00828,Tram,Station_18,Station_5,0.0,Fog,32.89,46.89,7.67,1.87,Festival,0
T00829,Metro,Station_30,Station_25,-1.0,Rain,19.75,61.35,18.01,11.47,No Event,0
T00830,Bus,Station_48,Station_20,18.0,Snow,6.460000000000001,53.91,13.79,15.47,No Event,0
T00831,Bus,Station_10,Station_18,18.0,Rain,28.75,55.34,23.81,4.26,No Event,0
T00832,Tram,Station_18,Station_47,16.0,Snow,5.649999999999999,46.42,23.89,13.9,Sports,0
T00833,Metro,Station_38,Station_18,11.0,Storm,2.1099999999999994,55.64,37.62,16.5,No Event,0
T00834,Bus,Station_19,Station_2,8.0,Cloudy,31.68,51.06,15.58,1.83,No Event,0
T00835,Metro,Station_36,Station_10,8.0,Rain,13.3,59.03,4.99,3.83,Sports,0
T00836,Tram,Station_13,Station_45,12.0,Storm,14.43,50.8,41.35,6.82,No Event,0
T00837,Bus,Station_46,Station_50,13.0,Clear,26.49,58.0,11.4,1.46,Festival,0
T00838,Metro,Station_3,Station_47,14.0,Storm,10.93,54.12,53.17,14.18,No Event,0
T00839,Bus,Station_10,Station_12,14.0,Fog,22.6,45.47,13.35,,No Event,0
T00840,Tram,Station_38,Station_47,-1.0,Fog,25.45,57.19,4.27,1.62,No Event,0
T00841,Metro,Station_1,Station_13,16.0,Cloudy,30.32,47.68,9.37,1.8,No Event,0
